"menu_name";"menu_descr";"menu_calories";"meal";"meal_starts_at";"item_name";"quantity";"serving_name";"calories";"protein";"fat";"carbohydrate";"sugars";"cholesterol";"fiber";"calcium";"sodium";"saturated_fat"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2250";"Dinner";"19:00:00";"Fruit, Fresh: Watermelon, raw, edible portion";"1.0000";"cup, diced (5.4 oz)";"46";"1";"0";"11";"9";"0";"1";"11";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2250";"Dinner";"19:00:00";"Brown rice, long-grain, cooked";"3.0000";"serving, 1/2 cup (3.4 oz)";"325";"8";"3";"67";"1";"0";"5";"29";"15";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Breakfast";"07:00:00";"Oats/oatmeal, cooked (all types)";"1.5000";"cup (8.3 oz)";"221";"9";"4";"38";"1";"0";"6";"28";"4";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Breakfast";"07:00:00";"Strawberries, fresh";".5000";"cup, whole (5.1 oz)";"23";"0";"0";"6";"3";"0";"1";"12";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Breakfast";"07:00:00";"Harvey's: Breakfast: Toast, Whole Wheat";"1.0000";"serving, 2 slices (2.5 oz)";"170";"7";"2";"32";"2";"0";"3";"40";"320";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Breakfast";"07:00:00";"Skim Milk";"1.0000";"cup (8.6 oz)";"91";"9";"1";"12";"12";"5";"0";"316";"130";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Breakfast";"07:00:00";"Canola Harvest: Margarines: Soft or Stick";"1.0000";"tablespoon (0.5 oz)";"100";"0";"11";"0";"0";"0";"0";"0";"110";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Morning Snack";"10:00:00";"Fage: Yogurts: Greek, Total 2% Cherry";"1.0000";"container (5.3 oz)";"140";"10";"3";"19";"19";"5";"0";"80";"40";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Morning Snack";"10:00:00";"Grains: Wheat Germ, raw";".3300";"serving, 1/2 cup (2.0 oz)";"68";"4";"2";"10";"0";"0";"3";"7";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Lunch";"13:00:00";"Tomato, fresh";"1.0000";"slice, thin/small (0.5 oz)";"3";"0";"0";"1";"0";"0";"0";"2";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Lunch";"13:00:00";"Turkey: Light Meat, boneless, no skin, roasted";"3.0000";"oz";"134";"25";"3";"0";"0";"59";"0";"16";"54";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Lunch";"13:00:00";"Swiss Cheese, Low-Fat";"1.0000";"slice (1.0 oz)";"50";"8";"1";"1";"0";"10";"0";"269";"73";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Lunch";"13:00:00";"Minestrone Soup, canned";"1.0000";"cup (8.5 oz)";"127";"5";"3";"21";"5";"5";"6";"60";"864";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Lunch";"13:00:00";"Milton's: Breads: Whole Grain";"2.0000";"slice (1.3 oz)";"180";"8";"1";"32";"6";"0";"10";"200";"250";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Lunch";"13:00:00";"Fresh Blackberries";".5000";"cup (5.1 oz)";"31";"1";"0";"7";"4";"0";"4";"21";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Afternoon Snack";"17:00:00";"Apple";"1.0000";"medium, 2-3/4" dia, approx 3 per lb (4.9 oz)";"72";"0";"0";"19";"14";"0";"3";"8";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Afternoon Snack";"17:00:00";"Almonds, raw";"1.0000";"serving, 23 whole kernels (1.0 oz)";"164";"6";"14";"6";"1";"0";"3";"70";"0";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Dinner";"19:00:00";"Asparagus, boiled, drained";"2.0000";"serving, 1/2 cup (3.2 oz)";"40";"4";"0";"7";"2";"0";"4";"41";"25";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Dinner";"19:00:00";"Olive oil";"1.0000";"tablespoon (0.5 oz)";"119";"0";"14";"0";"0";"0";"0";"0";"0";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Dinner";"19:00:00";"Salmon, Atlantic, cooked";"5.0000";"oz";"292";"31";"18";"0";"0";"89";"0";"21";"86";"4"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Dinner";"19:00:00";"Cantaloupe Melon";"1.0000";"cup, diced (5.5 oz)";"53";"1";"0";"13";"12";"0";"1";"14";"25";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2500";"Dinner";"19:00:00";"Brown rice, long-grain, cooked";"2.0000";"cup (6.9 oz)";"433";"10";"4";"90";"1";"0";"7";"39";"20";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Breakfast";"07:00:00";"Skim Milk";"1.5000";"cup (8.6 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Breakfast";"07:00:00";"Strawberries, fresh";"1.0000";"cup, halves (5.4 oz)";"49";"1";"0";"12";"7";"0";"3";"24";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Breakfast";"07:00:00";"Oats/oatmeal, cooked (all types)";"2.0000";"cup (8.3 oz)";"295";"12";"5";"51";"1";"0";"8";"37";"5";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Breakfast";"07:00:00";"Pecans";"1.0000";"serving, 20 jumbo halves (1.0 oz)";"196";"3";"20";"4";"1";"0";"3";"20";"0";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Morning Snack";"10:00:00";"Pita Pockets, Whole Wheat (Trader Joe's)";"1.0000";"pita (2.1 oz)";"160";"7";"2";"30";"0";"0";"5";"20";"240";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Morning Snack";"10:00:00";"Athenos: Dips: Hummus, Roasted Eggplant";"1.0000";"serving, 2 tablespoons (1.0 oz)";"45";"1";"3";"4";"1";"0";"1";"0";"210";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Turkey: Light Meat, boneless, no skin, roasted";"3.0000";"oz";"134";"25";"3";"0";"0";"59";"0";"16";"54";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Avocados, all types ";"1.0000";"oz";"45";"1";"4";"2";"0";"0";"2";"3";"2";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Milton's: Breads: Whole Grain";"2.0000";"slice (1.3 oz)";"180";"8";"1";"32";"6";"0";"10";"200";"250";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Trader Joe's: Yogurts: Greek Style, Low-Fat, Plain";"1.0000";"cup (7.1 oz)";"130";"16";"4";"7";"4";"10";"0";"200";"85";"3"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Tomato, fresh";"1.0000";"slice, thin/small (0.5 oz)";"3";"0";"0";"1";"0";"0";"0";"2";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Swiss Cheese, Low-Fat";"1.0000";"slice (1.0 oz)";"50";"8";"1";"1";"0";"10";"0";"269";"73";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Lunch";"13:00:00";"Peach";"1.0000";"large, 2-3/4" dia, approx 2-1/2 per lb (5.5 oz)";"61";"1";"0";"15";"13";"0";"2";"9";"0";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Afternoon Snack";"17:00:00";"Apple";"1.0000";"medium, 2-3/4" dia, approx 3 per lb (4.9 oz)";"72";"0";"0";"19";"14";"0";"3";"8";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Afternoon Snack";"17:00:00";"Kashi: Granola Bars: TLC Chewy, Honey Almond Flax";"1.0000";"bar (1.2 oz)";"140";"7";"5";"19";"5";"0";"4";"0";"115";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Athenos: Cheese: Feta, Crumbled, Traditional";".5000";"serving, 1/4 cup (1.2 oz)";"45";"4";"4";"1";"0";"13";"0";"50";"195";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Salmon, Atlantic, cooked";"6.0000";"oz";"350";"38";"21";"0";"0";"107";"0";"26";"104";"4"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Brown rice, long-grain, cooked";"4.0000";"serving, 1/2 cup (3.4 oz)";"433";"10";"4";"90";"1";"0";"7";"39";"20";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Romaine Lettuce";"2.0000";"cup, shredded (1.7 oz)";"16";"1";"0";"3";"1";"0";"2";"31";"8";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Olives, Greek Black, ripe (Castella)";"1.0000";"serving (0.5 oz)";"35";"0";"3";"2";"0";"0";"0";"0";"320";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Silver Mine Subs: Salads: Condiments, Grape Tomatoes";"1.0000";"serving (0.5 oz)";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Asparagus, boiled, drained";"2.0000";"serving, 4 spears, 1/2" base (2.1 oz)";"26";"3";"0";"5";"2";"0";"2";"28";"17";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Balsamic Vinaigrette Dressing (Annie's Naturals)";"1.0000";"serving, 2 tablespoons (1.0 oz)";"100";"0";"10";"3";"3";"0";"0";"0";"75";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"2750";"Dinner";"19:00:00";"Fresh Mango";".5000";"cup, sliced (5.8 oz)";"54";"0";"0";"14";"12";"0";"1";"8";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Breakfast";"07:00:00";"MaraNatha: Nut Spreads: Natural, Almond Butter, No Salt Added, Crunchy & Roasted";"1.0000";"serving, 2 tablespoons (1.1 oz)";"190";"7";"16";"6";"2";"0";"4";"80";"0";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Breakfast";"07:00:00";"Organic Flaxseed Meal (Nature's Path)";"1.0000";"serving, 2 tablespoons (0.5 oz)";"70";"3";"5";"5";"0";"0";"4";"20";"5";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Breakfast";"07:00:00";"100% Red Grape Juice (Welch's)";"1.0000";"serving (8.0 fl.oz)";"170";"0";"0";"44";"42";"0";"0";"0";"20";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Breakfast";"07:00:00";"Low-Fat Yogurt, Fruit Flavored";"1.0000";"container (8.0 oz)";"232";"10";"2";"43";"43";"9";"0";"345";"132";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Breakfast";"07:00:00";"Sprouted, with Grains as Referenced in Ezekiel 4:9";"1.0000";"bagel (3.4 oz)";"250";"11";"1";"49";"2";"0";"4";"0";"400";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Morning Snack";"10:00:00";"C&W: Fruit Smoothies: Smoothie Makers, Fruit & Yogurt, Strawberry Banana";"2.0000";"serving, 1/2 cup (4.0 oz)";"160";"2";"3";"30";"20";"10";"4";"200";"100";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Morning Snack";"10:00:00";"Grains: Wheat Germ, raw";".5000";"oz";"51";"3";"1";"7";"0";"0";"2";"6";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Lunch";"13:00:00";"Reduced-Fat or Light";"1.0000";"tablespoon (0.5 oz)";"49";"0";"5";"1";"1";"5";"0";"1";"101";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Lunch";"13:00:00";"Tuna, Light, canned in water, drained";"1.0000";"can [12.5 oz], drained (11.1 oz)";"365";"80";"3";"0";"0";"95";"0";"35";"1065";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Lunch";"13:00:00";"Cantaloupe Melons, raw";"1.0000";"cup, diced (5.5 oz)";"53";"1";"0";"14";"12";"0";"1";"14";"25";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Lunch";"13:00:00";"Pita (Khoubiz, Pocket), Whole Wheat";"1.0000";"large, 6.5" dia (2.3 oz)";"170";"6";"2";"35";"1";"0";"5";"10";"340";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Lunch";"13:00:00";"Grapes, Red or Green ";"1.0000";"cup, with seeds, yields (5.3 oz)";"104";"1";"0";"27";"23";"0";"1";"15";"3";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Lunch";"13:00:00";"Skim Milk";"1.5000";"cup (8.6 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Afternoon Snack";"17:00:00";"Skinny Cow: Ice Cream Bars & Novelties: Sandwich, Low-Fat, Vanilla";"1.0000";"sandwich";"140";"3";"2";"30";"15";"1";"3";"80";"90";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Wegmans: Chicken: Breast Split, baked no skin";"5.0000";"oz";"200";"40";"2";"0";"0";"117";"0";"0";"108";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Lettuce, Cos or Romaine, raw";"3.0000";"cup, shredded (1.7 oz)";"24";"2";"0";"5";"2";"0";"3";"47";"11";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Walnuts";".2500";"cup, chopped (4.1 oz)";"191";"4";"19";"4";"1";"0";"2";"29";"1";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Wild Rice, cooked";"4.0000";"serving, 1/2 cup (2.9 oz)";"331";"13";"1";"70";"2";"0";"6";"10";"10";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Wish-Bone: Salad Dressings: Oil & Vinegar, Balsamic Vinaigrette";"1.0000";"serving, 2 tablespoons (1.0 fl.oz)";"50";"0";"5";"3";"3";"0";"0";"0";"280";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Skim Milk";"1.5000";"cup (8.6 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3000";"Dinner";"19:00:00";"Pears, all varieties, raw";"1.0000";"cup, slices (5.8 oz)";"96";"1";"0";"26";"16";"0";"5";"15";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Breakfast";"07:00:00";"EggBeaters: Egg Substitutes: Garden Vegetable";"2.0000";"serving, 1/4 cup (2.2 oz)";"60";"12";"0";"2";"0";"0";"0";"0";"320";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Breakfast";"07:00:00";"Whole Wheat Waffles, Low-Fat, frozen (Eggo)";"2.0000";"serving, 2 waffles (2.5 oz)";"280";"10";"5";"56";"6";"0";"4";"200";"860";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Breakfast";"07:00:00";"Fresh Blackberries";"1.0000";"cup (5.1 oz)";"62";"2";"1";"14";"7";"0";"8";"42";"1";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Morning Snack";"10:00:00";"Fruit & Yogurt, Peach Smoothie (C&W)";"2.0000";"serving, 1/2 cup (4.0 oz)";"160";"4";"4";"30";"24";"20";"2";"300";"130";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Morning Snack";"10:00:00";"Organic Flaxseed Meal (Nature's Path)";"1.0000";"serving, 2 tablespoons (0.5 oz)";"70";"3";"5";"5";"0";"0";"4";"20";"5";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Pumpkorn: Seeds: Pumpkin Original";"1.0000";"serving (1.0 oz)";"151";"9";"11";"4";"0";"0";"2";"0";"100";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Nuts: Hazelnuts or Filberts, dry roasted, no salt added";"1.0000";"serving, 18-20 nuts (1.0 oz)";"183";"4";"18";"5";"1";"0";"3";"35";"0";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Tomato, fresh";"5.0000";"wedge, 1/4 of medium tomato (1.1 oz)";"28";"1";"0";"6";"4";"0";"2";"16";"8";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Lentil Soup (Progresso)";"2.0000";"cup (8.5 oz)";"300";"18";"4";"56";"2";"0";"10";"80";"1740";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Olives, Greek Black, ripe (Castella)";"1.0000";"serving (0.5 oz)";"35";"0";"3";"2";"0";"0";"0";"0";"320";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Salad: Fancy Field Greens (Fresh Express)";"1.0000";"serving, 3 cups (3.0 oz)";"20";"1";"0";"3";"1";"0";"2";"20";"15";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Pears, all varieties, raw";"1.0000";"pear, medium, approx 2-1/2 per lb (5.9 oz)";"96";"1";"0";"26";"16";"0";"5";"15";"2";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"Parmesan Cheese, shredded";"2.0000";"tablespoon (0.2 oz)";"42";"4";"3";"0";"0";"7";"0";"125";"170";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Lunch";"13:00:00";"AK-Mak Bakeries: Crackers: 100% Whole Wheat Crackers, low-fat";"1.0000";"serving, 5 crackers (1.0 oz)";"116";"5";"2";"19";"2";"0";"4";"0";"213";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Afternoon Snack";"17:00:00";"Almonds, dry roasted w. salt added";"1.0000";"serving, 24-28 medium kernels (1.0 oz)";"169";"6";"15";"5";"1";"0";"3";"75";"96";"1"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Afternoon Snack";"17:00:00";"Frigo: Cheese: Snacks, Cheese Heads, String Swirls, Mozzarella & Cheddar";"1.0000";"piece (1.0 oz)";"45";"7";"5";"1";"0";"15";"0";"20";"280";"3"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Dinner";"19:00:00";"DeBoles: Pasta, Spaghetti, Macaroni: Organic Long, Angel Hair, Whole Wheat";"2.0000";"serving, 1/4 package (2.0 oz)";"420";"14";"3";"84";"4";"0";"10";"40";"20";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Dinner";"19:00:00";"Extra Virgin Olive Oil";"1.0000";"tablespoon (0.5 fl.oz)";"120";"0";"14";"0";"0";"0";"0";"0";"0";"2"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Dinner";"19:00:00";"Honeydew Melon";"1.0000";"cup, balls (6.2 oz)";"64";"1";"0";"16";"14";"0";"1";"11";"32";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Dinner";"19:00:00";"Squash, winter/acorn, baked";"1.0000";"serving, 1/2 medium (7.1 oz)";"112";"2";"0";"29";"0";"0";"9";"88";"8";"0"
"Heart Healthy";"Based on heart healthy diet emphasizing healthy fats, fish, whole grains, fruits and vegetables.";"3250";"Dinner";"19:00:00";"Omaha Steaks: Fish, Fresh: Halibut Steaks";"1.0000";"serving (6.0 oz)";"180";"34";"4";"0";"0";"55";"0";"0";"100";"1"
